DOI,Section,Matched_pattern,Start_pattern,End_pattern
10.1016/j.neuroimage.2022.118902,"2. 
1053-8119/©2022  The Authors.  Published  by Elsevier Inc. This is an open access article under the CC BY license ( http://creativecommons.org/licenses/by/4.0/  )  B. Wu, A.P. Bagshaw,  C. Hickey et al. NeuroImage  249 (2022) 118902 
Table 1 
A summary  of the MRS data acquired  for each of the 6 study participants.  GM fraction is the 
ratio of grey matter to white matter contained  within the MRS acquisition  region. Water supp. 
eﬀ. is the eﬃciency  of the water suppression  measured  from the relative heights of the water 
signals in the water supressed  and water reference  data. 
GM fraction (%) spectral SNR linewidth  (ppm) water supp. eﬀ. (%) 
participant  N mean s.d. mean s.d. mean s.d. mean s.d. 
1 8 72",\n?2\. | \n?2\.1\.,"<re.Match object; span=(5642, 5645), match='2. '>","<re.Match object; span=(726, 729), match=' 3.'>"
10.1016/j.neuroimage.2022.119533,"2. 
1053-8119/©2022  The Authors.  Published  by Elsevier Inc. This is an open access article under the CC BY-NC-ND  license 
( http://creativecommons.org/licenses/by-nc-nd/4.0/  )  J. Landsiedel,  K. Daughters,  P.E. Downing et al. NeuroImage  262 (2022) 119533 
tions ( Isik et al., 2017 ; Masson  and Isik, 2021 ; Walbrin  et al., 2018 ) 
have highlighted  a region of the posterior  superior  temporal  sulcus 
(pSTS) as being selectively  involved  in the perception  of observed  so- 
cial interactions.  Notably,  this region is engaged  even by stimuli that 
contain  minimal  or even no realistic  human visual features.  For ex- 
ample, the pSTS is activated  by interactions  performed  by animated  
shapes ( Castelli  et al., 2000 ; Walbrin  et al., 2018 ), point-light  anima- 
tions ( Centelles  et al., 2011 ; Sapey-Triomphe  et al., 2017 ; Walbrin  et al., 
2018 ), and animated  mannikins  ( Georgescu  et al., 2014 ). Noting that 
the lateral temporal  cortex is a large region with a complex  proﬁle of 
responses  to social stimuli ( Allison et al., 2000 ; Deen et al., 2015 ), it 
is important  that neuroimaging  evidence  shows that the interaction-  
selective  pSTS region (SI-pSTS)  is anatomically  and functionally  disso- 
ciated from nearby regions  that are also implicated  in social processes.  
Speciﬁcally,  Isik et al. (2017) demonstrated  this by functionally  local- 
ising, at individual  level, the STS interaction-selective  region (SI-pSTS)  
along with motion-selective  hMT + , the face-selective  (fSTS) region, and 
the mentalizing-selective  region of TPJ. Anatomical  overlap  amongst  
these regions  was minimal;  and importantly,  selectivity  for observing  
simple social interactions  was signiﬁcantly  greater in the SI-pSTS  re- 
gion. 
However,  the SI-pSTS  is not the only posterior  region implicated  in 
visual interaction  perception.  Recent studies using static images of dyads 
who are either facing each other, or not, has suggested  that extrastri-  
ate body area (EBA), rather than the pSTS, is more uniquely  engaged  
by facing human dyads ( Abassi and Papeo, 2020 , 2021 ). In addition,  
two studies using dynamic  dyads that gesture  and/or move towards  vs. 
away from each other ﬁnd that the EBA, as well as pSTS, plays a role 
in processing  social interactions  ( Bellot et al., 2021 ; Walbrin  and Kold- 
ewyn, 2019 ). 
In sum, these studies point to candidate  brain regions  that contribute  
to interaction  perception,  and at the same time they suggest  that the 
distinction  between  moving  and static depictions  of interactions  may 
be an important  moderating  variable.  Previous  studies of interaction  
perception  have almost universally  presented  either static or dynamic  
stimuli but have not directly  assessed  the role of motion.  Therefore,  the 
present  paper investigates  the extent to which the interaction  selectivity  
of these brain regions  depends  on the presence  of dynamic  information,  
as this is critical for building  a full picture of how interactive  information  
is processed  and understood  in the human brain. 
There are good reasons  to suspect  that motion plays a key role in 
social interaction  perception  and that regions  sensitive  to interactive  in- 
formation  should also be sensitive  to (at least some) motion cues. First, 
as outlined  by Pitcher and Ungerleider  (2021) , the STS as a whole con- 
tains body and face selective  regions  that are more responsive  to moving  
than static faces and bodies. Second,  although  observers  are exquisitely  
sensitive  to static cues to interaction  such as facing direction,  proxim-  
ity, and touch in static scenes ( Zhou et al., 2019 ), interactions  by their 
very nature unfold dynamically.  Thus, it is intuitive  to expect that at 
least some regions  involved  in processing  social interactions  will do 
so preferentially  in response  to dynamic  stimuli.  Indeed,  Pitcher and 
Ungerleider  (2021) have proposed  a “third ”visual  pathway  that is spe- 
cialised  for dynamic  social perception,  a pathway  that stretches  from 
V1, through  motion-selective  middle temporal  cortex (hMT + ) and runs 
down the length of the STS. According  to that proposal,  both EBA and 
SI-pSTS  regions  would be expected  to show motion sensitivity,  although  
SI-pSTS  might be expected  to show greater sensitivity  to complex  social 
content.  
Accordingly,  in the present  study we factorially  manipulated  both 
“interactivity  ”and motion to identify  the contribution  of both factors,  
and the potential  interactions  between  them, on brain responses  (see 
Fig. 1 ). Stimuli  included  social interactions  as well as non-interactive  
scenes depicting  independent  actions that were matched  on high-level  
perceptual  features  such as actor identity  and gender,  and scene and 
object contents,  as well as on motion energy and physical  distance.  Or- 
thogonally,  in a design similar to that of Pitcher et al. (2011 ; see also Downing  et al., 2006 and Hasson  et al., 2008 ), scenes were presented  as 
dynamic  movies,  or as still frames that were extracted  from the interac-  
tion movies and that were either presented  in the correct sequence,  in 
a ﬁxed random  order, or else as a single “key ”image.  
A further important  advance  of the present  work over many previ- 
ous studies is that we presented  social interactions  that were depicted  
in a range of naturalistic  everyday  settings  and using a variety of in- 
teractive  cues. A small number  of previous  studies have taken a sim- 
ilar naturalistic  approach  to related issues. One such study presented  
short video clips of computer  animations  depicting  a range of social 
(e.g., faces, bodies and social interactions)  and non-social  (e.g., objects,  
houses and non-social  interactions)  features,  ﬁnding  that although  the 
posterior  temporal  cortex in general  responded  more to social com- 
pared to non-social  stimuli,  the pSTS showed  a signiﬁcant  increase  in re- 
sponse for all eight identiﬁed  social features,  including  social interaction  
( Lahnakoski  et al., 2012 ). Taking this one step further,  two recent stud- 
ies have analysed  data collected  while participants  viewed  TV episodes  
or excerpts  from movies ( Masson  and Isik, 2021 ; Wagner  et al., 2016 ). 
Wagner  et al. (2016) found that medial prefrontal  cortex (mPFC)  was 
most involved  in processing  naturalistic  social interactions  and specu- 
lated that this was because  social interactions  trigger spontaneous  men- 
talising  processes.  Masson  and Isik (2021) , however,  found bilateral  
pSTS to be most involved  in social interaction  perception.  They assessed  
the contribution  of both mentalising  processes  and social interaction  
perception,  concluding  that social interactions  explained  unique vari- 
ance in the response  of the pSTS to naturalistic  scenes in a way that 
was not replicated  in “canonical  ”ToM regions,  including  mPFC. While 
some of this work has assessed  motion as one perceptual  feature amongst  
many, it leaves open key questions  about the ways that motion drives 
the response  to interactions  in social perception  regions.  
The existing  literature  outlined  above points to a diverse  set of 
known temporal  and occipito-temporal  brain regions  that may con- 
tribute to social interaction  perception.  Accordingly,  we adopted  a func- 
tional localiser  approach  (e.g., Kanwisher,  2017 ; Saxe et al., 2006 ), iden- 
tifying key regions  of interest  with independent  localiser  datasets  in 
each participant,  and measuring  the response  of these regions  to the 
interactive  and control stimuli described  above (see Fig. 2 ). These re- 
gions of interest  (ROIs) included:  SI-pSTS,  deﬁned  by greater response  
to interacting  than non-interacting  point-light  dyads ( Isik et al., 2017 ; 
Walbrin  et al., 2018 ); EBA and its ventral counterpart  the fusiform  body 
area (FBA; Peelen and Downing,  2005a ; Schwarzlose  et al., 2005 ) lo- 
calised by a selective  response  to human bodies; a TPJ ROI implicated  
in mentalising,  localised  by contrasting  selected  epochs within a brief 
movie ( Jacoby et al., 2016 ); and motion-selective  hMT + , localised  with 
a contrast  of simple visual motion vs a static control ( Tootell et al., 
1995 ). 
For two of these regions,  clear hypotheses  about the individual  and 
combined  eﬀects of motion and interaction  content  are possible.  First, 
we hypothesised  that the SI-pSTS  ROI would be more responsive  to in- 
teractive  than non-interactive  scenes and would also be more respon-  
sive to dynamic  than static conditions.  However,  we also expected  that 
these two factors would interact  such that the diﬀerence  between  so- 
cial conditions  would be largest in the video condition;  that is, that the 
SI-pSTS  would show higher interaction  sensitivity  when scenes are pre- 
sented dynamically.  We also expected  that the SI-pSTS  would be more 
responsive  to interactive  information  when static scenes in sequences  
were shown in a coherent  order, with intact implied  motion cues, than 
when presented  in a scrambled  order. Second,  and in contrast  to SI- 
pSTS, we hypothesised  that EBA would show a main eﬀect of motion 
(see Downing  et al., 2001 ), but only weak sensitivity  to interactive  infor- 
mation.  We did not expect EBA to be particularly  sensitive  to interactive  
information  in dynamic  scenes, but instead  expected  that EBA might be 
more responsive  to interactive  cues conveyed  through  static body cues, 
in line with prior work ( Abassi and Papeo, 2020 , 2021 ). 
Further  occipito-temporal  regions  of interest  served as controls  to 
determine  the spatial and functional  speciﬁcity  of responses  to social 
2  J. Landsiedel,  K. Daughters,  P.E. Downing et al. NeuroImage  262 (2022) 119533 
Fig. 1. A: Illustration  of 2 (Scene) x 4 (Motion)  
design; B: Illustration  of the main task: an 18- 
second stimulus  block is followed  by a 4-second  
response  block. 
interactions.  The bilateral  TPJ ROI identiﬁed  in a theory-of-mind  con- 
trast was included  because  it is spatially  very near SI-pSTS,  and is clearly 
implicated  in social cognition,  but (based on previous  ﬁndings)  was not 
expected  to be especially  sensitive  to motion nor to the combined  ef- 
fects of motion and social interaction  ( Walbrin  et al., 2019 , 2020 ). Given 
the key role of human bodies in depicting  natural  interactions,  FBA re- 
sponses  were compared  to those of EBA. Previous  dissociations  in the 
functional  properties  of these two body-selective  regions  ( Ewbank  et al., 
2011 ; Schwarzlose  et al., 2008 ; Taylor and Downing,  2011 ) and their 
location  in distinct  neuroanatomical  pathways  ( Pitcher and Ungerlei-  der, 2021 ) indicated  the possibility  of distinct  responses  to social inter- 
actions between  these counterpart  regions.  Finally,  as a reality check, 
we included  hMT + as a region that is generally  responsive  to motion 
and optic ﬂow, which we expected  should be clearly modulated  by our 
motion manipulation  without  showing  sensitivity  to the interactiveness  
of the scenes. 
We used these functional  localisers  to test our hypotheses  with two 
complementary  analytical  approaches.  First, standard  univariate  anal- 
yses revealed  the magnitude  of response  to the conditions  of the main 
experiment  in each ROI. These analyses  indexed  the degree to which 
3  J. Landsiedel,  K. Daughters,  P.E. Downing et al. NeuroImage  262 (2022) 119533 
Fig. 2. Functionally-deﬁned  regions of inter- 
est for univariate  analyses  of responses  to so- 
cial interactions  displayed  through  a sagittal 
view heatmap  of subject-speciﬁc  ROI overlap 
(x-coordinates  in MNI space). 
individually  deﬁned  social brain regions  are diﬀerentially  activated,  on 
the whole, to social interactions.  Second,  we adopted  a multivoxel  re- 
gression  approach  to assess how, over a broad occipitotemporal  region, 
the various  speciﬁc  selectivities  that were measured  in the localiser  data 
(e.g., to static bodies, or to simple visual motion)  jointly predicted  the re- 
sponse to social interactions.  These analyses  allowed  a more continuous  
view of selectivity,  capitalising  on local variation  in response  proﬁles  
rather than relying on binary classiﬁcations  of regions  as selective  or 
not for a given property.  
2. Methods  
2.1. Participants  
Twenty-four  right-handed  participants  were recruited  to take part 
in this study, two of which were removed  from the analyses  due to 
excessive  head motion (see 2.6 MRI pre-processing  section for details).  
Thus, the ﬁnal sample consisted  of 22 participants  (mean age = 21.59, 
SD = 2.11, 6 male). All participants  had normal  or corrected  to normal  
vision, provided  written  informed  consent,  and were fully debriefed  at 
the end of the study. Participants  received  monetary  compensation  for 
taking part. The study was approved  by the Ethics Committee  of the 
School of Psychology  at Bangor University  and was pre-registered  on 
AsPredicted  ID 52,482 on 18/11/2020.  
2.2. Design & procedure  
To investigate  sensitivity  to diﬀerent  levels of motion in social inter- 
actions and non-interactions,  the main experimental  task consisted  of a 
2 (Scene:  Social interaction  vs non-interaction)  ×4 (Motion:  Dynamic  
videos, image sequences,  scrambled  image sequences,  static images)  re- 
peated measures  fMRI block design (see Fig. 1 A). 
Experimental  conditions  were presented  in blocks of stimuli followed  
by a short response  block. Stimulus  blocks contained  four 4-second  stim- 
ulus trials, each preceded  by a 0.5-second  black ﬁxation  cross on a grey 
background  (18 s total). For video stimuli,  four 4-second  videos were 
shown. For image sequences,  four sequences  of four 1-second  images 
each were shown in the correct order. For scrambled  image sequences,  
four sequences  of the same quadruplet  1-second  images from the image 
sequence  blocks were shown in a consistent  pseudorandom  order. For 
static images,  four images were shown for 4-seconds  each. 
Every stimulus  block was followed  by a 4-second  response  block: 2 s 
ﬁxation  before a unique response  image probe was shown for 2 s (thus 
22-second  total experimental  block duration).  Participants  were asked 
to identify,  within the 2-second  presentation  time, whether  the scenario  depicted  in the response  image had been part of the stimulus  presen-  
tation phase of the current  block with a dichotomous  yes/no response.  
This was coded such that there was a 50/50 chance of the scenario  hav- 
ing been shown. For an illustration  of this procedure,  refer to Fig. 1 B. 
Functional  data were acquired  across four runs lasting 400 s each. 
Each functional  run contained  two blocks of each experimental  condi- 
tion (22 s each, 16 blocks per run) and three rest blocks (16 s each) at 
the beginning,  middle,  and end of the run. The order of blocks in each 
run was palindromic  and pseudorandomised  across runs such that each 
of the eight blocks was presented  at a diﬀerent  point in each run. A 
total of eight runs were created,  four of which were chosen at random  
for each participant,  but all runs were shown an equal number  of times 
across the study. 
The experiment  was created  using PsychoPy  3 ( Peirce et al., 2019 ) 
running  on Linux Ubuntu  18.04. 
2.",\n?2\. | \n?2\.1\.,"<re.Match object; span=(5529, 5532), match='2. '>","<re.Match object; span=(15678, 15680), match='3.'>"
10.1016/j.neuroimage.2022.119337,"Data and code availability  statement  
The data used in this article will be made publicly  avail- 
able through  the COINS framework  at the completion  of the 
study ( https://coins.trendscenter.org/  ). Data processing  pipelines  fol- 
lowed previous  studies ( Niso et al., 2019 ) using a combination  of 
Brainstorm  ( Tadel et al., 2011 ), which is documented  and freely 
available  for download  online under the GNU general  public li- 
cense ( http://neuroimage.usc.edu/brainstorm  ), and CAT12 ( Gaser and 
Dahnke,  2016 ) toolboxes.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(39798, 39827), match=' \nData and code availability '>","<re.Match object; span=(548, 559), match='  \nFunding '>"
10.1016/j.neuroimage.2022.119292,"Data availability  statement  
Data are available  from the National  Chimpanzee  Brain Resource  at 
https://www.chimpanzeebrain.org  .","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(59699, 59720), match='  \nData availability '>","<re.Match object; span=(139, 184), match=' \nCredit authorship  contribution  statement '>"
10.1016/j.neuroimage.2021.118865,"Data availability  statement  
The brainstem-brain  connecivity  matrix is made fully available  in 
Fig. 1 . It will also be shared in a diﬀerent  format by request  from any 
qualiﬁed  investigator.  
22  K. Singh, S. Cauzzo, M.G. García-Gomar  et al. NeuroImage  249 (2022) 118865 
Code availability  statement  
We used standard  code (Pearson’s  correlation)  to compute  the con- 
nectivity  matrix.  This code will be shared by request  from any qualiﬁed  
investigator.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(99233, 99254), match='  \nData availability '>","<re.Match object; span=(480, 519), match='  \nDeclaration  of Competing  Interest '>"
10.1016/j.neuroimage.2022.119034,"Data and code availability  statement  
The pre-processed  EEG data and behavioral  data that were an- 
alyzed in this work are both available  as Matlab ""matﬁles""  upon 
request  to the corresponding  author,  without  requiring  any formal 
data-sharing  agreement.  All analyses  were performed  in Matlab or 
R using code from openly available  software  packages  (MDMR  anal- 
ysis: https://cran.r-project.org/web/packages/MDMR  ; PLS analyses:  
http://pls.rotman-baycrest.on.ca  ).","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(86396, 86426), match='  \nData and code availability '>","<re.Match object; span=(492, 530), match=' \nDeclaration  of Competing  Interest '>"
10.1016/j.neuroimage.2021.118782,"Data availability  
All data needed  to evaluate  the conclusions  in the paper are 
present  in the paper and/or the Supplementary  Materials.  Both sensor- 
space and source-reconstructed  EEG data, together  with individual  
lead ﬁeld matrices,  are available  on the Open Science  Framework  
( https://osf.io/c4gv6/  ). Additional  data related to this paper may be 
requested  from the corresponding  author.  
Competing  interests  
The authors  declare  that the study has been conducted  in the absence  
of any competing  ﬁnancial  and/or non-ﬁnancial  interest.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(86159, 86179), match=' \nData availability '>","<re.Match object; span=(575, 595), match='  \nAcknowledgements '>"
10.1016/j.neuroimage.2022.119213,"Data and code availability  statement  
The processed  fMRI data was acquired  under ethics number  
790/2010  at the Medical  University  of Vienna and is not publicly  avail- 
able due to patient data protection.  The code of the motion correction  
and volumetric  reconstruction  framework  is available  in release version  
0.9 at https://github.com/gift-surg/NiftyMIC  .","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(60973, 61002), match=' \nData and code availability '>","<re.Match object; span=(379, 424), match=' \nCredit authorship  contribution  statement '>"
10.1016/j.neuroimage.2021.118796,"Data availability  statement  
Data and code will be made available  as soon as the paper is accepted  
for publication.  Behavioral  data and extracted  percent  signal change as 
well as R code to analyze  these data sets will be uploaded  to osf.io.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(49187, 49208), match='  \nData availability '>","<re.Match object; span=(255, 293), match=' \nDeclaration  of Competing  Interest '>"
10.1016/j.neuroimage.2022.119656,"Data availability  
All data, analyzed  in this manuscript,  were obtained  from 
the open-access  HCP young adult sample ( http://www.  
humanconnectome.org/  ) (Van Essen et al., 2013). The raw 
data may not be shared by third parties due to ethics re- 
quirements,  but can be downloaded  directly  via the above 
weblink.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(74311, 74332), match='  \nData availability '>","<re.Match object; span=(328, 348), match='  \nAcknowledgements '>"
10.1016/j.neuroimage.2021.118760,"Data and code availability  statement  
Neuroimaging  data at the group-level  statistical  t maps are openly 
available  in Neurovault  at https://neurovault.org/collections/9212/  . 
Semantic  material  and script for the task are accessible  in the Open Sci- 
ence Framework  at https://osf.io/uyhra/  . The conditions  of our ethical 
approval  do not permit public archiving  of the raw data because  partici-  
pants did not provide  suﬃcient  consent.  Researchers  who wish to access 
the data should contact  the Research  Ethics and Governance  Committee  
of the York Neuroimaging  Centre,  University  of York, or the correspond-  
ing authors.  Data will be released  to researchers  when this is possible  
under the terms of the GDPR (General  Data Protection  Regulation).","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(29251, 29279), match=' Data and code availability '>","<re.Match object; span=(789, 795), match='  \n3. '>"
10.1016/j.neuroimage.2022.119345,"Data/code  availability  statement  
The empirical  data used for this paper are available  in the public 
repository  “Mendeley  Data ”( https://data.mendeley.com/  ). The codes 
used for this paper are available  upon request  from the corresponding  
author.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(68244, 68269), match=' \nData/code  availability'>","<re.Match object; span=(263, 291), match='  \nSupplementary  materials '>"
10.1016/j.neuroimage.2022.119078,"Data and code availability  statement  
Data and code used in this work is available  upon request.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(72088, 72118), match='  \nData and code availability '>","<re.Match object; span=(102, 130), match='  \nSupplementary  materials '>"
10.1016/j.neuroimage.2022.119436,"2. 
1053-8119/©2022  The Authors.  Published  by Elsevier Inc. This is an open access article under the CC BY-NC-ND  license 
( http://creativecommons.org/licenses/by-nc-nd/4.0/  )  R. Zhao, Q. Su, Y. Song et al. NeuroImage  260 (2022) 119436 
that inter-individual  variability  in intrinsic  functional  connectivity  
during resting-state  fMRI may also be related to individual  diﬀerences  
in cognitive  domain  ( Mueller  et al., 2013 ). 
To further transit the investigations  from group level to single sub- 
jects, Fin et al. adopted  an identiﬁcation  procedure  using functional  con- 
nectivity  proﬁles  as a “ﬁngerprint  ”t o identify  a subject from a large 
database,  and proved that individual  variability  is substantial  and re- 
producible  and is predictive  of individual’s  ﬂuid intelligence  ( Finn et al., 
2015 ). Using similar methods,  a study by Kaufmann  et al. reported  that 
the connectome  develops  into a more stable, individual  wiring pattern  
during adolescence  and that delayed  stabilization  and individualization  
in this connectome  development  are related to psychiatric  disorders  
( Kaufmann  et al., 2017 ). Furthermore,  a recent study showed  that the 
performance  of idiographic  models in pain prediction  could be improved  
through  a group regularization  approach  ( Lindquist  et al., 2017 ). These 
ﬁndings  indicated  that each individual  had a unique functional  connec-  
tome pattern  which may underlie  a person’s  behavioral  traits and can 
be captured  by fMRI. 
In the ﬁeld of pain neuroimaging,  individual  diﬀerences  in pain- 
related brain activity  was found to be correlated  with individual  diﬀer- 
ences in subjective  ratings of experimental  pain stimuli ( Coghill  et al., 
2003 ) and even the intrinsic  functional  connectivity  during rest was 
found to be predictive  of individual’s  pain threshold  ( Tu et al., 2019 ). 
Existing  evidence  also suggests  that demographic  factors such as gender-  
( Aubrun  et al., 2005 ; Fillingim  et al., 2009 ; Wise et al., 2002 ), ethnic- 
( Anderson  et al., 2009 ; Broderick  et al., 2016 ; Cruz-Almeida  et al., 
2014 ), socioeconomic-  ( Reddan,  2021 ; Vachon-Presseau  et al., 2019 ), 
and age-related  diﬀerences  ( Aubrun  et al., 2005 ; Edwards  et al., 2003 ) 
and pain-related  behavior  such as fear of pain ( Yang et al., 2016 ) and 
anxiety  ( Tseng et al., 2017 ) could all contribute  to individual  diﬀerences  
in brain activity  and consequently  to individualities  in pain perception.  
Therefore,  we hypothesized  that the uniqueness  of each individual’s  sub- 
jective pain perception  may be reﬂected  by the uniqueness  of the under- 
lying brain activation  patterns  recorded  by fMRI which can thus be used 
as a “ﬁngerprint  ”for individual  identiﬁcation  in the context  of pain. Fur- 
thermore,  it also remains  unclear  whether  the individual  identiﬁability  
(i.e., how successfully  an individual  can be identiﬁed  from a group of 
subjects)  based on pain-elicited  brain activation  patterns  varies across 
individuals;  if so, whether  such individual  identiﬁability  is associated  
with pain-related  behavior.  
Therefore,  in the present  study, we aimed to test (1) whether  tran- 
sient nociceptive  stimuli elicit a unique brain activation  pattern  in 
each individual  by performing  an individual  identiﬁcation  analysis  us- 
ing pain-elicited  brain activation  patterns  as “ﬁngerprint  ”; (2) whether  
the pain-elicited-activation-based  individual  identiﬁability  measured  by 
identiﬁcation  accuracy  of each individual  reﬂects  a person’s  pain behav- 
ior; and (3) whether  the individuality  of brain activation  patterns  and its 
relationship  with pain-related  behaviors  are speciﬁc  to pain by repeating  
the above analyses  but using brain activation  patterns  elicited  by non- 
painful,  tactile stimuli.  As the individual  identiﬁability  is determined  
by both intra-individual  variability  and inter-individual  variability  in 
pain-elicited  brain activation  patterns,  we also examined  the relation-  
ships among individual  identiﬁability,  intra-individual  variability,  inter- 
individual  variability,  and pain behavioral  measures  across individuals.  
In addition,  these individual  identiﬁcation  analyses  were performed  for 
the whole brain as well as for each region of the entire brain to test 
whether  and how the individual  identiﬁability  varies across distinct  re- 
gions in the brain. 
2. Materials  and methods  
2.1. Participants  
62 healthy  young adults (age: 2",\n?2\. | \n?2\.1\.,"<re.Match object; span=(6273, 6276), match='2. '>","<re.Match object; span=(4621, 4623), match='3.'>"
10.1016/j.neuroimage.2022.119366,"Data and code availability  statement  
Ethical constraints  prevent  us from sharing  the medical  imaging  data 
sets (MRI scans) generated  in the current  study to public repositories.  
These raw data sets are available  from the corresponding  author upon 
reasonable  request,  depending  on agreements  not to share these data 
publicly.  Model parameters  underlying  all statistical  analyses  and re- 
sponse data for all model ﬁtting are publicly  available  at the following  
DOIs: 
- Timeseries  data: https://doi.org/10.6084/m9.ﬁgshare.19849879  
- Response  Model parameters:  https://doi.org/10.6084/m9.ﬁgshare.  
19849264  
The code that supports  the ﬁndings  of this study is available  from 
the following  repositories:  
- vistasoft  ( https://github.com/vistalab/vistasoft  ) 
- vistasoftAddOns  ( https://github.com/benharvey/vistasoftAddOns  ) 
- fMRI_preproc  ( https://github.com/MvaOosterhuis/fMRI  _ preproc  ) 
- AnalysisScript  ( https://github.com/MvaOosterhuis/Auditory  
Timing _ Analysis  )","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(90765, 90794), match=' \nData and code availability '>","<re.Match object; span=(1029, 1068), match=' \nDeclaration  of Competing  Interests '>"
10.1016/j.neuroimage.2022.119392,"Data availability  
All data reported  in this paper are available  upon request  from the 
corresponding  author.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(113403, 113424), match='  \nData availability '>","<re.Match object; span=(117, 156), match='  \nDeclaration  of Competing  Interest '>"
10.1016/j.neuroimage.2022.118927,"Data and code availability  statement  
iEEG recordings  used in this study can be downloaded  
from a UPENN-RAM  consortium  hosted data sharing  archive  
( http://memory.psych.upenn.edu/RAM  ). MATLAB  codes used 
in this study are available  through  our lab GitHub  ( https: 
//github.com/scsnl/Das  _ NeuroImage  _ 2022 ). 
Credit_author_statement  
Anup Das: Conceptualization;  Formal analysis;  Investigation;  
Methodology;  Project administration;  Resources;  Software;  Validation;  
Visualization;  Roles/Writing  - original  draft; Writing  - review & editing.  
Carlo de los Angeles:  Methodology;  Resources;  Software;  Visualiza-  
tion. 
Vinod Menon:  Conceptualization;","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(73951, 73980), match=' \nData and code availability '>","<re.Match object; span=(692, 702), match='  Funding '>"
10.1016/j.neuroimage.2022.119711,"Data and code availability  
Data from the core WRAP protocol  study in partnership  with the 
WADRC  are accessible  to qualiﬁed  researchers  via an online request  
form and data use agreement  which can be linked from the Global 
Alzheimer’s  Association  Interactive  Network  web site (www.gaain.org).  
Prior to data access, users are required  to agree to the data use agree- 
ment essential  for data security,  grant citation,  and annual progress  re- 
ports. Data from phantom  and volunteers  experiments  are accessible  via 
direct request  to the authors.  The motion correction  and reconstruction  
code can be found at: https://github.com/uwmri/ﬂow  _ recon .","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(57628, 57656), match=' Data and code availability '>","<re.Match object; span=(679, 717), match=' \nDeclaration  of Competing  Interest '>"
10.1016/j.neuroimage.2022.119405,"Data availability  statement  
Thresholds  t-statistic  maps for within modality  fMRI category  
decoding  and MEG-fMRI  analysis  for each time window  are freely 
available  on the Open Science  Framework  (OSF) at the following  URL: 
https://osf.io/8qfw4/?view_only  = 3d50679935434bdf84a582ad7db  
96231 .","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(40222, 40243), match='  \nData availability '>","<re.Match object; span=(314, 352), match=' \nDeclaration  of Competing  Interest '>"
