URL,Sentences,DOI
https://github.com/precimed/mostest/tree/master/simu,"['Code for generating these simulations can be found at: https://github.com/precimed/mostest/tree/master/simu.', 'Code for simu-lations is available at https://github.com/precimed/mostest/tree/master/simu.']",10.1016/j.neuroimage.2022.119632
https://www.ﬁl.ion.ucl.ac.uk/spm/software/spm12,"['Intracranial volume (ICV) estimates were obtained from 3T whole-brain T1-weighted gradient echo volumes us-ing SPM12’s Segment and Tissue Volume Utility modules (https://www.ﬁl.ion.ucl.ac.uk/spm/software/spm12) (Malone et al., 2015) (Fig.']",10.1016/j.neuroimage.2022.119584
http://creativecommons.org/licenses/by-nc-nd/4.0/,['This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/) E.Y.'],10.1016/j.neuroimage.2022.119584
www.elsevier.com/locate/neuroimage,"['NeuroImage 262 (2022) 119584 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage Thalamic nuclei atrophy at high and heterogenous rates during cognitively unimpaired human aging Eun Young Choi a , Lu Tian b , Jason H.']",10.1016/j.neuroimage.2022.119584
https://github.com/sujason/thomas,"['Using version v0 of this tool (https://github.com/sujason/thomas), we segmented and extracted the volumes of 12 lateralized structures in each hemisphere of the brain: whole thalamus, ten thalamic nuclei (anteroventral [AV], centrome-dian [CM], lateral geniculate nucleus [LGN], mediodorsal [MD], medial geniculate nucleus [MGN], pulvinar [Pul], ventral anterior [VA], ven-tral lateral anterior [VLA], ventral lateral posterior [VLP], and ventral posterolateral [VPL]), and one adjacent epithalamic structure, the habe-nula (Hb) (Fig.']",10.1016/j.neuroimage.2022.119584
https://surfer.nmr.mgh.harvard.edu/fswiki/Samseg,"['Using the FreeSurfer tool SAMSEG (https://surfer.nmr.mgh.harvard.edu/fswiki/Samseg), we segmented and extracted the volumes of 11 structures on each side of the brain: nu-cleus accumbens, amygdala, caudate, cerebellar cortex, cerebellar white matter, cerebral cortex, cerebral white matter, hippocampus, lateral ventricle, pallidum, and putamen (Fig.']",10.1016/j.neuroimage.2022.119584
https://doi.org/10.1016/j.neuroimage.2022.119584,['https://doi.org/10.1016/j.neuroimage.2022.119584.'],10.1016/j.neuroimage.2022.119584
https://www.mrtrix.org,"['Diﬀusion-weighted images (DWI) from HCP database were processed using MRtrix3 (https://www.mrtrix.org) (Tournier et al., 2012).']",10.1016/j.neuroimage.2022.119550
www.humanconnectome.org/study/hcp-young-adult/data-use-terms,['This data is publicly available to researchers who agree to the data use terms (www.humanconnectome.org/study/hcp-young-adult/data-use-terms).'],10.1016/j.neuroimage.2022.119550
www.humanconnectome.org,"['Data and code availability All data used in this project is from the Human Connec-tome Project (HCP) (www.humanconnectome.org).', 'This data is publicly available to researchers who agree to the data use terms (www.humanconnectome.org/study/hcp-young-adult/data-use-terms).']",10.1016/j.neuroimage.2022.119550
http://creativecommons.org/licenses/by-nc-nd/4.0/,['This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/) C.'],10.1016/j.neuroimage.2022.119550
www.elsevier.com/locate/neuroimage,"['NeuroImage 262 (2022) 119550 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage Superﬁcial white matter bundle atlas based on hierarchical ﬁber clustering over probabilistic tractography data Claudio Román a , Cecilia Hernández b , g , Miguel Figueroa a , Josselin Houenou c , d , e , f , Cyril Poupon c , Jean-François Mangin c , Pamela Guevara a , ∗ a Universidad de Concepción, Department of Electrical Engineering, Faculty of Engineering, Concepción, Chile b Universidad de Concepción, Department of Computer Science, Faculty of Engineering, Concepción, Chile c UniversitéParis-Saclay, CEA, CNRS, Neurospin, Baobab, Gif-sur-Yvette, France d INSERM U955 Unit, Mondor Institute for Biomedical Research, Team 15 “Translational Psychiatry ”, Créteil, France e Fondation Fondamental, Créteil, France f AP-HP, Department of Psychiatry and Addictology, Mondor University Hospitals, School of Medicine, DHU PePsy, Créteil, France g Center for Biotechnology and Bioengineering (CeBiB), Chile a r t i c l e i n f o Keywords: dMRI Human Connectome Project Hierarchical clustering Short association bundles Superﬁcial white matter a b s t r a c t The study of short association ﬁbers is still an incomplete task due to their higher inter-subject variability and the smaller size of this kind of ﬁbers in comparison to known long association bundles.']",10.1016/j.neuroimage.2022.119550
db.humanconnectome.org,['All HCP data may be downloaded through the ConnectomeDB (db.humanconnectome.org).'],10.1016/j.neuroimage.2022.119550
https://doi.org/10.1016/j.neuroimage.2022.119550,"['The description and analysis of superﬁcial white matter are impor-tant for the study of human brain structure and function (Catani et al., 2017), and of the pathologies associated with abnormal structural brain https://doi.org/10.1016/j.neuroimage.2022.119550.']",10.1016/j.neuroimage.2022.119550
ion.ucl.ac.uk/spm,['ion.ucl.ac.uk/spm) and implemented in MATLAB.'],10.1016/j.neuroimage.2022.119710
http://www.csie.ntu.edu.tw/~cjlin/libsvm/,"['In each of these clusters, we then used a linear support vector machine (SVM) implemented in LIBSVM (http://www.csie.ntu.edu.tw/~cjlin/libsvm/) with default parameters (a ﬁxed regularization parameter C = 1) to compute decoding accuracies.']",10.1016/j.neuroimage.2022.119710
http://creativecommons.org/licenses/by/4.0/,['This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/) R.'],10.1016/j.neuroimage.2022.119710
https://drive.google.com/ﬁle/d/1kl6TMf7b3gndbkGDfbP2VhKcBxK_qnio/view,"['The TDT (the toolbox for MVPA) and codes used for the cross-validation approach, cross-classiﬁcation ap-proach, and RSA are freely available online (https://drive.google.com/ﬁle/d/1kl6TMf7b3gndbkGDfbP2VhKcBxK_qnio/view).']",10.1016/j.neuroimage.2022.119710
https://doi.org/10.1016/j.neuroimage.2022.119710,['One of the pivotal factors that prevents people from empathizing with them is likely that people do not directly undergo an experience that https://doi.org/10.1016/j.neuroimage.2022.119710.'],10.1016/j.neuroimage.2022.119710
www.elsevier.com/locate/neuroimage,"['NeuroImage 264 (2022) 119710 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage Imitation encourages empathic capacity toward other individuals with physical disabilities Rui Watanabe a , b , ∗ , Yuri Kim c , Hironobu Kuruma b , Hidehiko Takahashi a a Department of Psychiatry and Behavioral Sciences, Graduate School of Medical and Dental Sciences Tokyo Medical and Dental University, 1-5-45 Yusima, Bunkyo-ku, Tokyo 113-8549, Japan b Department of Physical Therapy Science, Division of Human Health Science, Graduate School of Tokyo Metropolitan University, 7-2-10 Higashiogu, Arakawa-ku, Tokyo 116-8551, Japan c Department of Diagnistics and Theraputics for brain Diseases, Molecular Neuroscience Research Center, Shiga University of Medical Science, Setatsukinowacho, Otsu, Shiga 520-2121 Japan a r t i c l e i n f o Keywords: Empathy Imitation MVPA RSA Disability Hemiplegia a b s t r a c t Many people have diﬃculty empathizing with others who have dissimilar characteristics, such as physical disabil-ities.']",10.1016/j.neuroimage.2022.119710
https://github.com/tierneytim/OPM,"['We provide an explicit form for 𝐀 and 𝐁 in Appendix A and code to create these harmonics is made publicly available at https://github.com/tierneytim/OPM/blob/master/spm_opm_vslm.m.', 'Software Software required to generate the vector spherical harmonics de-scribed in this paper is made freely available on the ﬁrst author’s GitHub page (https://github.com/tierneytim/OPM).', 'Examples and tests can also be found on GitHub (https://github.com/tierneytim/OPM/blob/master/testScripts/testVSM.m).', 'The software required to gen-erate the vector spherical harmonics described in this paper is made freely available on the ﬁrst author’s GitHub page (https://github.com/tierneytim/OPM).', 'Examples and tests can also be found on GitHub (https://github.com/tierneytim/OPM/blob/master/testScripts/testVSM.m).']",10.1016/j.neuroimage.2022.119338
https://github.com/tierneytim/OPM/blob/master/testScripts/testVSM.m,"['Examples and tests can also be found on GitHub (https://github.com/tierneytim/OPM/blob/master/testScripts/testVSM.m).', 'Examples and tests can also be found on GitHub (https://github.com/tierneytim/OPM/blob/master/testScripts/testVSM.m).']",10.1016/j.neuroimage.2022.119338
https://quspin.com/products-qzfm/,"['The triaxial sensor was assumed to have a noise ﬂoor that is 2.5 times higher than a radial sensor (https://quspin.com/products-qzfm/).', 'For the results in Fig. 6 we assume the triaxial sensor has a noise ﬂoor that is 2.5 times higher than a radial sensor (https://quspin.com/products-qzfm/).']",10.1016/j.neuroimage.2022.119338
http://creativecommons.org/licenses/by/4.0/,['This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/) T.M.'],10.1016/j.neuroimage.2022.119338
https://github.com/tierneytim/OPM/blob/master/spm_opm_vslm.m,['We provide an explicit form for 𝐀 and 𝐁 in Appendix A and code to create these harmonics is made publicly available at https://github.com/tierneytim/OPM/blob/master/spm_opm_vslm.m.'],10.1016/j.neuroimage.2022.119338
www.elsevier.com/locate/neuroimage,['NeuroImage 258 (2022) 119338 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage Spherical harmonic based noise rejection and neuronal sampling with multi-axis OPMs Tim M.'],10.1016/j.neuroimage.2022.119338
https://doi.org/10.1016/j.neuroimage.2022.119338,['Software approaches for magnetometers not https://doi.org/10.1016/j.neuroimage.2022.119338.'],10.1016/j.neuroimage.2022.119338
IEEG.org,['All electrode coordinates and labels were saved and matched with the electrode names on IEEG.org.'],10.1016/j.neuroimage.2022.118986
https://www.ieeg.org,"['NeuroImage 254 (2022) 118986 tions) allowed their de-identiﬁed intracranial EEG (iEEG) data to be publicly available for research purposes on the International Epilepsy Electrophysiology Portal (https://www.ieeg.org) Kini et al.', 'iEEG snippets used speciﬁ-cally in this manuscript are also available, while full iEEG recordings are publicly available at https://www.ieeg.org.', 'iEEG snippets used speciﬁ-cally in this manuscript are also available, while full iEEG recordings are publicly available at https://www.ieeg.org.']",10.1016/j.neuroimage.2022.118986
http://creativecommons.org/licenses/by-nc-nd/4.0/,['This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/) A.Y.'],10.1016/j.neuroimage.2022.118986
www.elsevier.com/locate/neuroimage,['NeuroImage 254 (2022) 118986 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage A framework For brain atlases: Lessons from seizure dynamics Andrew Y.'],10.1016/j.neuroimage.2022.118986
https://fsl.fmrib.ox.ac.uk/fsl/fslwiki,['(2017) (https://fsl.fmrib.ox.ac.uk/fsl/fslwiki).'],10.1016/j.neuroimage.2022.118986
http://dsi-studio.labsolver.org,"['Structural network generation DSI-Studio (http://dsi-studio.labsolver.org , version: December 2020) was used to reconstruct the orientation density functions within each voxel using generalized q-sample imaging with a diﬀusion sam-pling length ratio of 1.25 (Fang-Cheng et al., 2010).']",10.1016/j.neuroimage.2022.118986
https://doi.org/10.1016/j.neuroimage.2022.118986,['Atlases may also https://doi.org/10.1016/j.neuroimage.2022.118986.'],10.1016/j.neuroimage.2022.118986
https://surfer.nmr.mgh.harvard.edu,"['The De-strieux and DKT atlases are also structural atlases, and already in-corporated into one of the most commonly used neuroimaging soft-ware, FreeSurfer (https://surfer.nmr.mgh.harvard.edu).']",10.1016/j.neuroimage.2022.118986
https://doi.org/10.1016/j.neuroimage.2022.119192,"['While 𝑝 < 0. 001 is commonly used (Woo et al., 2014), setting https://doi.org/10.1016/j.neuroimage.2022.119192.']",10.1016/j.neuroimage.2022.119192
http://creativecommons.org/licenses/by-nc-nd/4.0/,['This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/) J.Y.'],10.1016/j.neuroimage.2022.119192
https://github.com/junjypark/CLEAN,"['•Software : CLEAN is currently available at https://github.com/junjypark/CLEAN as an R package.', 'Our method is publicly available as a form of an R package at https://github.com/junjypark/CLEAN , and it supports parallel comput-ing to further reduce the computational cost.', 'The codes for conduct-ing statistical analyses using CLEAN are currently available as a form of R package at https://github.com/junjypark/CLEAN.']",10.1016/j.neuroimage.2022.119192
www.elsevier.com/locate/neuroimage,"['NeuroImage 255 (2022) 119192 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage CLEAN: Leveraging spatial autocorrelation in neuroimaging data in clusterwise inference Jun Young Park a , ∗ , Mark Fiecas b a Department of Statistical Sciences and Department of Psychology, University of Toronto, Toronto, ON M5S, Canada b Division of Biostatistics, University of Minnesota School of Public Health, Minneapolis, MN 55455, USA a r t i c l e i n f o Keywords: Cluster inference Task-fMRI Group-level activation Neuroimaging data analysis Resampling Spatial autocorrelation modelling a b s t r a c t While clusterwise inference is a popular approach in neuroimaging that improves sensitivity, current methods do not account for explicit spatial autocorrelations because most use univariate test statistics to construct cluster-extent statistics.']",10.1016/j.neuroimage.2022.119192
https://mne.tools/stable/auto_examples/inverse/psf_ctf_vertices.html,"['Those results were then mor-phed based on a spherical representation of the cortex computed using the spherical registration of Freesurfer software (Greve et al., 2013) and 3 PSFs and CTFs for MNE-type methods: https://mne.tools/stable/auto_examples/inverse/psf_ctf_vertices.html PSFs for LCMV beamformer: https://mne.tools/stable/auto_examples/inverse/psf_ctf_vertices_lcmv.html Compute resolution metrics: https://mne.tools/stable/auto_examples/inverse/resolution_metrics.html Compute resolution metrics to compare EEG/MEG with MEG: https://mne.tools/stable/auto_examples/inverse/resolution_metrics_eegmeg.']",10.1016/j.neuroimage.2022.119177
https://mne.tools/stable/auto_examples/inverse/resolution_metrics.html,"['Those results were then mor-phed based on a spherical representation of the cortex computed using the spherical registration of Freesurfer software (Greve et al., 2013) and 3 PSFs and CTFs for MNE-type methods: https://mne.tools/stable/auto_examples/inverse/psf_ctf_vertices.html PSFs for LCMV beamformer: https://mne.tools/stable/auto_examples/inverse/psf_ctf_vertices_lcmv.html Compute resolution metrics: https://mne.tools/stable/auto_examples/inverse/resolution_metrics.html Compute resolution metrics to compare EEG/MEG with MEG: https://mne.tools/stable/auto_examples/inverse/resolution_metrics_eegmeg.']",10.1016/j.neuroimage.2022.119177
https://en.wikipedia.org/wiki/Point-spread_function,['From https://en.wikipedia.org/wiki/Point-spread_function.'],10.1016/j.neuroimage.2022.119177
https://mne.tools/dev/overview/datasets_index.html,['Simulation set ‐up In order to illustrate the use of PSFs and CTFs we computed individ-ual PSFs and CTFs in Fig. 3 for the EEG/MEG sample dataset 2 provided 2 https://mne.tools/dev/overview/datasets_index.html by the MNE-Python software package.'],10.1016/j.neuroimage.2022.119177
http://creativecommons.org/licenses/by/4.0/,['This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/) O.'],10.1016/j.neuroimage.2022.119177
https://mne.tools/stable/auto_examples/inverse/psf_ctf_vertices_lcmv.html,"['Those results were then mor-phed based on a spherical representation of the cortex computed using the spherical registration of Freesurfer software (Greve et al., 2013) and 3 PSFs and CTFs for MNE-type methods: https://mne.tools/stable/auto_examples/inverse/psf_ctf_vertices.html PSFs for LCMV beamformer: https://mne.tools/stable/auto_examples/inverse/psf_ctf_vertices_lcmv.html Compute resolution metrics: https://mne.tools/stable/auto_examples/inverse/resolution_metrics.html Compute resolution metrics to compare EEG/MEG with MEG: https://mne.tools/stable/auto_examples/inverse/resolution_metrics_eegmeg.']",10.1016/j.neuroimage.2022.119177
https://mne.tools/stable/auto_examples/forward/forward_sensitivity_maps.html,['html Compute correlations with source depth: https://mne.tools/stable/auto_examples/forward/forward_sensitivity_maps.html 7 O.'],10.1016/j.neuroimage.2022.119177
https://mne.tools/stable/auto_examples/inverse/resolution_metrics_eegmeg,"['Those results were then mor-phed based on a spherical representation of the cortex computed using the spherical registration of Freesurfer software (Greve et al., 2013) and 3 PSFs and CTFs for MNE-type methods: https://mne.tools/stable/auto_examples/inverse/psf_ctf_vertices.html PSFs for LCMV beamformer: https://mne.tools/stable/auto_examples/inverse/psf_ctf_vertices_lcmv.html Compute resolution metrics: https://mne.tools/stable/auto_examples/inverse/resolution_metrics.html Compute resolution metrics to compare EEG/MEG with MEG: https://mne.tools/stable/auto_examples/inverse/resolution_metrics_eegmeg.']",10.1016/j.neuroimage.2022.119177
https://github.com/olafhauk/EEGMEG_ResolutionAtlas,"['The software used for our resolution analysis is available online (https://github.com/olafhauk/EEGMEG_ResolutionAtlas).', 'The code used to analyze the EEG/MEG data is openly available on github: https://github.com/olafhauk/EEGMEG_ResolutionAtlas.']",10.1016/j.neuroimage.2022.119177
www.elsevier.com/locate/neuroimage,"['NeuroImage 255 (2022) 119177 Contents lists available at ScienceDirect NeuroImage journal homepage: www.elsevier.com/locate/neuroimage Towards an objective evaluation of EEG/MEG source estimation methods –The linear approach Olaf Hauk a , ∗ , Matti Stenroos b , Matthias S.']",10.1016/j.neuroimage.2022.119177
https://en.wikipedia.org/wiki/Point_spread_function,"['This is illustrated for the cases of a hypothetical micro-scope (https://en.wikipedia.org/wiki/Point_spread_function), as well as for EEG/MEG sensor and source space data in Fig.']",10.1016/j.neuroimage.2022.119177
https://www.biorxiv.org/content/10.1101/672956v1,['Researchers therefore need tools for a comprehensive evaluation of the spatial resolution of their experimental setup at hand. 1 This paper is a substantially revised and altered version of pre-print https://www.biorxiv.org/content/10.1101/672956v1.'],10.1016/j.neuroimage.2022.119177
https://doi.org/10.1016/j.neuroimage.2022.119177,"['However, they have not yet led to es-tablished recommendations or guidelines, and it is still diﬃcult for https://doi.org/10.1016/j.neuroimage.2022.119177.']",10.1016/j.neuroimage.2022.119177
https://www.exploredti.com,"['NeuroImage 253 (2022) 119110 Table 1 (continued) Study MRI Protocol Atlas-/voxel-based (Mechling, Areﬁn, et al., 2016) 7T: T2 (RARE): 0.051 ×0.051 ×0.3 mm, rs-fMRI (EPI): 0.15 ×0.15 ×0.75 mm, DTI (EPI): 0.094 ×0.094 ×0.5 mm Voxel-based: Identiﬁcation of clusters as nodes via ICA (100 components), followed by registration with the Allen Reference Atlas to select 87 functional clusters Graph-based measures Local: C,Diversity,s Global: L,Q,S Code/Data available Yes 9/No Tools Graph theory methods as described by (Newman, 2006) Statistics ICASSO to assess pattern stability, no statistical group comparison Disease model Mu opioide rececptor knockout mice (Oprm1-/-) vs control mice Study (Meningher et al., 2020) MRI Protocol 7T: DTI (EPI): 0.21 ×0.21 ×0.21 mm Atlas-/voxel-based Atlas-based (DSURQE atlas 10 , 68 ROIs) Voxel-based analysis for structural alteration analysis in gray matter brain regions Graph-based measures Local: b,Cl,d,E loc ,s Global: E glob Code/Data available No/No Tools Network Analysis Tool embedded in ExploreDTI 11 , Brain Connectivity Toolbox (Rubinov and Sporns, 2010) in combination with custom MATLAB scripts Statistics Mixed design ANOVA with group and time point eﬀect, FDR corrected Disease model Mild traumatic brain injury (mTBI) Study (Pallast, Wieters, et al., 2020) MRI Protocol 9.4T: T2w: 0.068 ×0.068 ×0.4 mm, DTI (EPI): 0.14 ×0.14 ×0.5 mm Atlas-/voxel-based Atlas-based (custom Allen Reference Atlas CCF v3 (Lein et al., 2007), 49 regions per hemisphere, 13 per hemisphere selected for graph analysis) Graph-based measures Local: d,l,s Global: None Code/Data available Yes 12/Yes 13 Tools Brain Connectivity Toolbox (Rubinov and Sporns, 2010) Statistics Mixed-eﬀects analysis (Greenhouse-Geisser correction) for time point and group comparison, post-hoc multiple comparisons FDR corrected Disease model Stroke (photothrombosis model) Study MRI Protocol Atlas-/voxel-based (Pradier et al., 2021) 9.4 T: rs-fMRI (EPI): 0.35 ×0.325 ×0.5 mm Atlas-based (custom mouse brain atlas with 188 ROIs derived from the Franklin and Paxinos mouse brain atlas (Franklin and Paxinos, 2008)) Graph-based measures Local: authority,b,C,d,hubscore,average l,s Global: C,L,S,customized Q (Blondel et al., 2008) Code/Data available No/No Tools MagnAn 14 Statistics Network based statistics NBS (Zalesky et al., 2010) as implemented in MagnAn Disease model No disease model (Inﬂuence of medetomidine/isoﬂurane anaesthesia) Study (van Meer et al., 2012) MRI Protocol 4.7T: T2w, DTI (EPI), rs-fMRI (EPI): 0.5 ×0.5 ×1.5 mm Atlas-/voxel-based Voxel-based (Probabilistic ICA to extract a group-averaged functional network, 7 components) Graph-based measures Local: C,l Global: S Code/Data available No/No Tools Custom (not speciﬁed), C ++ Boost Graph Library 15 Statistics Two-sample paired t-tests (time point comparison), Mann–Whitney-U-test (sensorimotor performance scores), Repeated-measures linear mixed model (network parameters over time and between groups) with post-hoc Tukey’s test Disease model Rat : Stroke (MCAO model) 1 https://edmond.mpdl.mpg.de/imeji/collection/Ce5QnWU4SktzEPN 2 https://github.com/aswendtlab/Project_Microbiome 3 https://igraph.org/r/4 https://www.dropbox.com/sh/xmxmzosxrudpx1l/AABM7L_jtkd2z6oi3pnqVNZoa?dl = 0 5 http://doi.org/10.5905/ethz-1007-59 6 https://www.nitrc.org/projects/birn/7 http://nwb.slis.indiana.edu 8 https://www.nitrc.org/projects/gretna/9 https://www.uniklinik-freiburg.de/mr-en/research-groups/diﬀperf/ﬁbertools.html 10 https://github.com/CoBrALab/documentation/wiki/DSURQE-atlas-hierarchical-downsample 11 https://www.exploredti.com 12 https://github.com/aswendtlab/AIDAconnect 13 https://doi.gin.g-node.org/10.12751/g-node.okz5nn 14 http://www.biocom-online.de/products_ip.html 15 https://www.boost.org/doc/libs/1_66_0/libs/graph/doc/index.html 10 L.']",10.1016/j.neuroimage.2022.119110
